Route Number,Source,Destination,Container Size,Carrier,Travel Mode,Fixed Freight Cost,Port/Airport/Rail Handling Cost,Bunker/ Fuel Cost,Documentation Cost,Equipment Cost,Extra Cost,Warehouse Cost,Transit Duty,CustomClearance time (hours),Port/Airport/Rail Handling time (hours),Extra Time,Transit time (hours),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
474,Singapore Airport,Malaysia Warehouse,34,Evergreen,Air,484,218,496,78,257,54,80.43185311639765,4.470550889944732,40,58,3,177.58273882209832,0,0,0,1,1,0,1
475,Malaysia Warehouse,Malaysia Warehouse,67,KTM,Rail,465,366,104,70,126,104,140.60953613156758,2.5296200305938323,66,35,2,228.08823911585725,1,1,1,0,1,0,0
476,Malaysia Railway Station,Wuxi Railway Station,7,Evergreen,Sea,220,439,280,84,240,108,76.9896498680591,2.27671936667424,25,57,2,69.03003960088579,0,0,0,1,0,1,1
477,Malaysia Railway Station,Wuxi Port,34,COSCO,Truck,347,378,202,102,102,137,138.69508072478254,7.783474338594627,38,34,9,106.87428684480383,1,0,0,0,1,0,0
478,Wuxi Warehouse,Shanghai Port,67,KTM,Truck,122,498,436,133,102,139,104.921531722259,4.564890216879697,46,32,0,65.66017030380664,1,0,1,1,1,1,0
479,Wuxi Warehouse,Singapore Warehouse,34,DHL,Sea,91,159,104,161,167,88,128.82462235508592,3.8799795188414556,45,44,2,31.941682736869737,0,0,0,0,1,0,0
480,Wuxi Port,Shanghai Warehouse,34,Evergreen,Sea,95,149,244,139,102,139,77.73160431313221,1.7385455450337832,48,60,0,144.41862690171672,1,0,0,0,1,1,0
481,Singapore Railway Station,Singapore Warehouse,67,DHL,Rail,87,413,465,118,189,110,52.0640720310385,2.8641792140396234,39,44,2,168.74154952306324,0,0,1,1,1,0,1
482,Shanghai Warehouse,Wuxi Port,67,DHL,Truck,158,224,352,96,209,69,154.22408339270783,4.228762432964129,59,46,2,203.0765178626545,1,1,1,1,1,0,1
483,Shanghai Railway Station,Wuxi Warehouse,34,Evergreen,Truck,134,258,297,131,264,120,145.4908475168461,7.183677342810282,51,67,4,171.15204747392008,1,0,1,0,0,0,1
484,Singapore Warehouse,Shanghai Railway Station,7,COSCO,Air,302,489,291,164,286,94,82.15812960592095,6.084617380793434,46,69,0,75.91332355957739,1,1,1,1,1,0,1
485,Shanghai Railway Station,Shanghai Warehouse,34,DHL,Air,388,337,447,129,209,111,57.18978221357416,1.233671722280796,67,52,7,134.93147514274716,0,0,1,1,1,1,1
486,Malaysia Warehouse,Singapore Railway Station,34,Railway Authority,Truck,125,143,498,178,289,54,180.02024252658504,1.6421637548460404,58,70,8,36.20503583481376,1,1,1,0,1,0,1
487,Singapore Airport,Wuxi Railway Station,7,Railway Authority,Sea,457,247,182,182,220,62,53.003292530545075,3.330918259940853,41,42,9,29.83036397993387,0,0,0,1,0,1,0
488,Shanghai Airport,Singapore Railway Station,34,COSCO,Truck,229,319,284,58,211,91,106.83944230346195,9.186342899054944,24,43,1,45.300161066351095,1,1,1,1,0,1,0
489,Malaysia Warehouse,Wuxi Port,67,Railway Authority,Sea,351,405,358,167,262,79,128.58333092671938,9.344580312325409,31,33,7,187.7591885364717,1,1,1,1,1,1,0
490,Shanghai Port,Malaysia Railway Station,7,COSCO,Air,364,366,409,125,299,108,131.936386335631,5.664300990242739,58,64,3,115.10728781202687,1,1,1,1,0,0,1
491,Shanghai Port,Singapore Port,7,KTM,Truck,413,114,348,96,266,82,104.84618516619382,9.922538272596102,53,57,8,164.89886859199729,1,0,0,1,1,0,1
492,Singapore Port,Wuxi Port,34,Railway Authority,Air,84,450,242,166,141,146,69.84254491432297,6.369423651959034,59,61,1,27.994015952325064,0,0,1,1,0,1,1
493,Malaysia Railway Station,Shanghai Railway Station,67,DHL,Rail,440,335,287,121,249,115,142.10701267521955,9.562465177806112,66,57,7,129.83109246040553,1,1,0,0,0,0,1
494,Shanghai Railway Station,Singapore Port,34,Railway Authority,Air,498,197,456,131,236,101,87.64322265236174,4.530456641894585,57,65,3,139.37769870933374,0,1,0,0,1,1,1
495,Shanghai Railway Station,Malaysia Port,67,DHL,Rail,170,319,355,78,225,135,72.80438660108841,6.9792995531319075,26,57,3,79.48216985323569,1,1,1,1,1,1,0
496,Shanghai Port,Singapore Railway Station,67,DHL,Air,288,222,231,97,258,98,170.77813333328254,8.221761700137815,24,35,6,239.91787714472326,0,1,0,1,0,1,1
497,Wuxi Railway Station,Malaysia Airport,7,Railway Authority,Sea,368,322,181,145,254,140,110.62349919478791,9.218258597419847,39,26,9,68.56477436631803,1,0,1,0,1,0,1
498,Wuxi Port,Wuxi Warehouse,67,KTM,Sea,134,106,125,167,278,148,188.27279627928823,1.6723610665213615,70,56,7,132.9467224555623,0,0,1,0,1,1,1
499,Singapore Port,Singapore Railway Station,34,COSCO,Rail,383,450,499,115,279,84,162.78647494404106,1.6428267114308577,62,69,5,75.84512612463008,1,1,1,1,1,0,0
500,Wuxi Railway Station,Shanghai Airport,67,Railway Authority,Sea,417,328,330,116,175,105,172.80270191825485,4.855494205979049,28,33,6,227.22262789555194,1,0,1,0,1,1,0
501,Wuxi Warehouse,Wuxi Airport,34,DHL,Air,304,256,263,89,140,132,128.92529731463856,4.172150367314461,49,31,1,73.82591780153612,1,1,0,1,0,0,0
502,Malaysia Warehouse,Malaysia Warehouse,34,Evergreen,Sea,376,186,497,113,162,145,193.48564324087587,8.721575665042959,35,62,9,162.73602548729068,0,1,1,1,1,0,0
503,Wuxi Port,Shanghai Warehouse,7,Evergreen,Sea,290,363,210,152,220,54,181.6753418236316,1.6169095119501211,47,37,9,200.76224611862528,1,1,0,0,0,0,1
504,Malaysia Airport,Shanghai Warehouse,34,COSCO,Air,328,275,373,51,282,99,76.84405101347352,9.158329567899054,33,60,5,196.70349551425315,0,1,0,1,0,0,0
505,Wuxi Port,Shanghai Port,67,KTM,Air,231,495,154,71,284,97,115.69841805418483,6.88014796064483,37,46,4,129.1853888708224,1,0,0,1,0,0,0
506,Singapore Airport,Singapore Railway Station,67,Railway Authority,Sea,303,284,315,92,296,75,193.62810345785033,8.61387760601713,52,67,7,236.88012098003207,0,1,1,1,0,0,0
507,Shanghai Airport,Wuxi Airport,34,Evergreen,Sea,266,180,378,153,134,51,174.1424796640503,9.293916488087477,62,27,2,71.87358879313066,0,0,1,0,0,0,1
508,Malaysia Airport,Shanghai Airport,34,DHL,Air,424,173,161,122,152,108,60.64691846076756,1.2646765160540296,24,30,9,176.96038215980357,0,1,0,0,1,0,1
509,Wuxi Warehouse,Malaysia Port,7,Evergreen,Sea,384,250,406,188,219,135,101.9253410419389,7.738911574795791,71,67,8,141.22254039111994,1,1,1,0,1,0,0
510,Singapore Airport,Malaysia Port,67,DHL,Rail,480,330,317,76,254,116,81.76917697038539,6.737741343890133,33,68,9,178.90600100009416,1,1,0,1,1,0,0
511,Singapore Warehouse,Malaysia Airport,34,KTM,Rail,296,137,328,122,299,117,123.35816972159073,6.075686084659799,28,27,7,156.54598347346126,0,0,1,1,0,0,0
512,Shanghai Port,Malaysia Warehouse,7,Railway Authority,Truck,469,274,156,126,107,147,192.95621545841422,7.086046414794996,39,31,8,162.03459365700095,0,1,0,0,0,0,1
513,Singapore Railway Station,Shanghai Warehouse,34,Evergreen,Air,284,164,493,77,214,100,90.69762336668009,7.964509470795664,70,40,7,64.3103431355484,0,1,1,1,0,0,1
514,Wuxi Warehouse,Shanghai Railway Station,7,Railway Authority,Sea,433,213,476,145,254,71,183.74435950702332,3.0510602578466037,53,33,1,225.32103042323644,1,0,0,0,0,1,1
515,Wuxi Warehouse,Singapore Railway Station,34,KTM,Truck,157,130,367,66,190,122,75.05922363942605,2.6267038130645117,35,41,9,81.59328227982147,0,0,0,0,0,0,1
516,Singapore Airport,Wuxi Railway Station,34,DHL,Sea,498,107,349,131,254,125,108.59760687077504,3.5055149556398617,53,60,1,195.4502200556486,0,1,0,1,1,0,1
517,Wuxi Railway Station,Malaysia Railway Station,7,KTM,Truck,189,486,224,74,118,137,197.4914360127545,5.204522733406307,29,69,5,84.01729241270888,0,1,0,1,0,1,0
518,Malaysia Port,Singapore Railway Station,67,KTM,Truck,238,342,480,198,274,121,124.44271887005881,5.049865326387531,45,31,3,95.91072626635007,0,0,1,1,0,0,1
519,Wuxi Port,Singapore Warehouse,7,Railway Authority,Sea,483,192,360,73,196,97,185.42028259616583,9.107811701116429,27,33,8,73.35078185308973,1,1,1,1,1,1,0
520,Singapore Warehouse,Singapore Port,67,Evergreen,Rail,390,361,388,79,131,66,108.88364384600135,5.739743836427594,46,39,9,147.27265355623544,0,1,1,0,1,1,0
521,Malaysia Warehouse,Shanghai Airport,7,KTM,Sea,73,317,251,191,172,75,50.72738509070224,5.197002394321473,54,71,3,119.90671732875357,1,0,1,1,0,0,1
522,Malaysia Warehouse,Malaysia Port,7,COSCO,Rail,392,181,414,143,127,67,115.48776097837062,9.82425879742786,33,28,2,126.41251712805246,1,1,0,1,1,0,1
523,Wuxi Railway Station,Malaysia Railway Station,7,KTM,Rail,117,445,486,178,172,85,149.82906677352847,9.244238864586455,62,36,7,186.98272705821955,1,0,0,0,0,0,1
524,Shanghai Warehouse,Singapore Railway Station,67,COSCO,Rail,288,312,350,91,130,143,187.4706893611165,5.986857760225528,68,60,6,112.84551752403263,1,1,0,0,1,0,1
525,Singapore Warehouse,Shanghai Airport,67,Railway Authority,Rail,349,433,235,148,193,116,168.0822097014367,5.062953994471602,35,39,2,200.85830331370687,1,1,0,1,0,1,0
526,Singapore Port,Wuxi Airport,7,Evergreen,Rail,141,204,246,117,236,102,84.65661436920213,3.463197251391513,71,64,3,121.52402813864649,0,0,0,1,0,1,1
527,Wuxi Warehouse,Shanghai Port,7,COSCO,Rail,471,406,105,73,220,139,142.25423664664697,9.308847271914576,64,50,2,97.93964957203593,0,0,1,1,0,1,0
528,Shanghai Port,Singapore Airport,7,DHL,Rail,304,329,263,154,295,129,69.79133137926158,2.8284202517067154,30,51,3,153.1437827588115,0,1,1,1,1,0,0
529,Shanghai Airport,Singapore Warehouse,34,KTM,Air,243,487,416,104,295,94,99.83332549156486,2.461526328371832,31,38,5,192.5378357476016,0,1,1,0,1,0,1
530,Malaysia Port,Shanghai Port,7,DHL,Truck,463,247,406,186,142,120,69.50708056438833,7.510395375343907,31,32,3,176.18461555552577,1,1,1,1,1,0,0
531,Wuxi Railway Station,Shanghai Airport,34,COSCO,Sea,459,364,197,193,177,127,103.47179276115199,6.403715749230967,25,34,5,222.94726402349963,0,1,1,1,1,1,0
532,Shanghai Railway Station,Shanghai Railway Station,67,DHL,Truck,329,145,384,178,113,93,57.94660386587467,6.0646902084839445,39,28,7,196.28925927594582,0,1,0,1,1,1,0
533,Shanghai Warehouse,Malaysia Airport,7,KTM,Air,273,433,170,105,156,86,138.29219340938317,2.755545744094862,45,35,3,88.33852619130211,1,0,0,0,1,0,0
534,Shanghai Port,Singapore Port,34,KTM,Air,167,124,150,114,152,119,59.72841687125411,8.534847464668394,57,25,6,201.4922288249234,1,1,1,0,1,1,1
535,Malaysia Airport,Malaysia Warehouse,34,COSCO,Truck,387,400,156,80,294,78,195.6555865003417,3.843550928853416,53,54,7,123.39432580022195,1,1,1,1,0,1,1
536,Malaysia Airport,Malaysia Port,34,KTM,Air,66,307,404,198,249,59,189.63667193604968,2.7089656472094648,48,70,2,52.74492700518966,0,1,1,0,0,1,0
537,Wuxi Airport,Malaysia Warehouse,7,DHL,Rail,406,411,122,86,165,144,156.45637264044774,9.942121237286338,53,59,8,37.236048425138364,1,1,0,1,0,0,1
538,Shanghai Railway Station,Singapore Warehouse,34,DHL,Rail,187,420,218,57,250,112,158.16580397673292,1.2961194397148863,35,49,9,137.12056713312643,0,0,1,0,1,0,1
539,Shanghai Port,Malaysia Airport,67,Railway Authority,Rail,383,220,113,63,224,112,82.51150138110695,1.6120513005976285,66,29,4,71.52529745441517,0,1,0,0,1,1,0
540,Malaysia Railway Station,Wuxi Airport,34,Railway Authority,Rail,282,212,107,121,130,110,79.8764189374269,5.526564383999185,39,34,7,174.45438217707633,1,1,1,1,0,0,0
541,Wuxi Railway Station,Malaysia Port,67,Railway Authority,Sea,255,383,300,69,200,149,165.49844096902177,2.987674693519401,45,40,6,119.20294843284648,1,1,1,1,0,1,1
542,Singapore Railway Station,Singapore Airport,7,COSCO,Truck,275,495,431,76,102,55,198.65203999881112,8.674293822390586,43,37,4,129.5924460760153,1,0,1,1,1,1,0
543,Wuxi Railway Station,Wuxi Warehouse,67,DHL,Rail,167,205,405,107,213,53,197.34507154041054,1.7971812778526552,59,60,3,178.0696077672411,0,1,1,0,0,1,0
544,Malaysia Airport,Wuxi Warehouse,34,COSCO,Sea,398,122,289,85,116,62,81.83631747682082,4.530383034699542,44,44,8,119.49410832059903,0,1,1,1,1,0,0
545,Malaysia Railway Station,Shanghai Port,67,Railway Authority,Rail,354,129,223,176,283,84,101.14088058781434,9.468067007993238,57,61,5,61.47881130403529,1,0,1,0,0,0,1
546,Malaysia Port,Shanghai Port,67,KTM,Sea,362,234,180,171,238,100,182.15142909750108,8.771291214238673,35,53,8,173.9277716448762,0,1,1,0,0,1,1
547,Wuxi Railway Station,Malaysia Railway Station,7,COSCO,Rail,166,341,188,198,274,101,112.49552309414852,9.07430049229614,62,55,9,150.74940237851138,0,1,1,1,0,1,0
548,Shanghai Airport,Malaysia Railway Station,67,Evergreen,Truck,327,381,119,167,146,74,123.90708921362055,5.883484936260865,39,63,6,194.58555491240583,1,1,0,0,0,0,0
549,Wuxi Railway Station,Malaysia Airport,7,Evergreen,Truck,322,279,310,87,230,149,50.82714058967571,7.837864865155687,30,58,0,108.9367805411239,0,1,1,1,0,1,0
550,Malaysia Airport,Shanghai Warehouse,34,DHL,Air,262,443,424,188,231,116,62.920246871670365,6.365401751551612,46,59,7,146.8537939299141,1,1,0,0,0,1,1
551,Singapore Airport,Wuxi Airport,67,KTM,Sea,272,203,408,88,101,77,86.12161214401328,9.648514131038398,55,32,8,141.3351656218237,1,1,0,0,1,1,0
552,Malaysia Railway Station,Wuxi Railway Station,34,KTM,Air,463,450,400,58,157,101,82.23692969417539,2.910442560727065,44,61,4,123.58098862860932,1,0,0,0,0,1,1
553,Singapore Airport,Wuxi Warehouse,67,Evergreen,Truck,143,287,221,169,217,114,113.93579178552285,1.2927126806583376,36,70,0,138.8131582877421,1,0,0,0,0,0,1
554,Singapore Railway Station,Malaysia Port,7,KTM,Sea,100,141,156,122,236,57,78.56367815762704,4.531678802111987,43,61,7,137.44308315026578,1,0,0,1,0,0,0
555,Shanghai Port,Shanghai Airport,7,COSCO,Air,330,250,146,93,144,142,134.43880647653273,8.914231303391052,36,60,9,102.56879713951597,0,0,0,0,0,1,1
556,Shanghai Port,Malaysia Warehouse,34,COSCO,Air,285,179,129,92,181,123,155.11104643833102,9.101702264859387,32,63,8,219.04080258265128,1,0,0,1,1,0,1
557,Wuxi Warehouse,Shanghai Airport,67,Railway Authority,Truck,61,334,425,160,292,95,115.83849329009684,6.647523433913746,35,42,1,145.60401820399724,1,0,0,1,0,1,1
558,Wuxi Railway Station,Shanghai Railway Station,67,DHL,Air,295,419,217,109,283,148,164.59462981966283,2.7460279399114063,63,41,4,27.566411875576264,1,0,0,1,0,1,1
559,Singapore Airport,Singapore Port,34,Evergreen,Truck,201,143,475,181,201,136,148.31337792240652,9.693274234020981,65,49,0,217.89494206234068,0,1,0,0,1,0,0
560,Malaysia Airport,Singapore Port,34,DHL,Rail,119,160,379,111,223,128,78.60888174149751,1.5059586186945024,35,62,1,120.10785319646754,0,1,0,1,0,0,1
561,Malaysia Port,Wuxi Railway Station,67,Railway Authority,Truck,345,325,412,199,178,58,108.6180752259624,3.439486126896781,71,47,1,215.24500017819886,0,1,0,0,1,1,0
562,Singapore Warehouse,Malaysia Railway Station,34,Evergreen,Truck,290,185,254,161,249,77,99.3583845139404,6.024075877210508,60,30,9,84.38819751790346,0,1,0,0,0,1,0
563,Shanghai Port,Singapore Railway Station,34,DHL,Truck,222,368,474,83,121,94,199.47491915457192,9.460092502120713,40,34,3,46.0672871056383,1,1,1,0,1,1,0
564,Malaysia Railway Station,Wuxi Port,7,DHL,Sea,302,247,359,63,156,131,115.79406571796703,8.11937198662761,33,34,0,195.1863748692478,1,1,0,0,0,0,0
565,Wuxi Port,Singapore Port,67,KTM,Rail,80,444,362,136,257,98,115.6358659995925,4.014264779612946,27,71,8,132.9738221161261,1,1,0,1,0,0,1
566,Wuxi Warehouse,Malaysia Warehouse,67,KTM,Rail,100,158,487,196,221,149,174.4410617902625,2.665474383691865,45,43,8,46.33746903839658,0,0,1,0,0,1,0
567,Singapore Port,Singapore Railway Station,7,COSCO,Truck,142,315,342,145,128,52,59.94956915451458,2.2701455916598716,39,58,9,155.77066538698688,0,0,1,0,0,1,1
568,Shanghai Airport,Malaysia Warehouse,7,Evergreen,Sea,233,367,366,89,136,117,72.62207200963734,3.8375993112601376,66,46,7,164.2040170815735,0,0,1,0,0,0,1
569,Wuxi Warehouse,Singapore Warehouse,7,COSCO,Rail,67,393,116,146,131,111,190.50708963601974,5.181086452992037,29,43,7,213.50611415528599,0,0,1,1,1,1,0
570,Shanghai Airport,Wuxi Port,67,Railway Authority,Truck,157,130,211,181,292,100,76.09111111650456,6.119315921646228,31,27,4,28.80507535919438,1,1,0,1,0,0,1
571,Shanghai Port,Shanghai Airport,67,KTM,Rail,241,329,208,93,131,128,75.42155003792125,1.176817119220909,48,32,0,145.55835500927253,0,1,0,0,1,1,1
572,Shanghai Railway Station,Wuxi Port,34,COSCO,Air,286,135,476,65,119,139,126.86742290023263,7.5754785890438985,59,48,7,228.20356297742197,0,0,1,0,0,0,1
573,Singapore Airport,Shanghai Warehouse,34,COSCO,Rail,473,216,307,128,299,138,82.22476871439844,9.476395952250126,56,55,2,130.631613281061,0,1,1,1,0,0,1
574,Singapore Airport,Wuxi Port,7,Evergreen,Rail,257,177,188,89,204,129,130.02123108285917,2.8006693031096894,37,44,5,106.4755339506883,1,1,0,1,1,0,0
575,Shanghai Warehouse,Singapore Railway Station,67,DHL,Truck,439,106,165,140,195,107,105.52401875767755,4.363884848927487,52,70,5,235.79430871559416,1,1,0,0,1,0,0
576,Wuxi Railway Station,Singapore Airport,7,DHL,Rail,243,127,416,157,282,138,132.42542539965868,2.19308093743849,44,25,4,152.82464073407962,0,1,0,1,1,0,1
577,Wuxi Warehouse,Shanghai Warehouse,34,COSCO,Truck,167,295,445,57,116,148,162.89055228935877,9.94554049822843,38,51,0,204.94849305013045,0,1,0,1,1,0,0
578,Shanghai Port,Wuxi Warehouse,67,DHL,Sea,396,338,361,187,211,97,163.95060177835165,3.7165544984448826,39,63,5,131.97910627095075,0,0,0,0,1,1,0
579,Wuxi Railway Station,Malaysia Railway Station,34,Railway Authority,Rail,293,343,357,63,155,67,127.05378569330976,9.331638951130952,56,54,4,40.406203057445815,1,1,1,1,1,0,1
580,Shanghai Port,Wuxi Warehouse,67,Railway Authority,Sea,472,390,192,68,141,139,171.75765469161976,4.369880600325195,33,67,7,35.02225100838283,1,1,0,0,0,0,0
581,Malaysia Railway Station,Shanghai Port,34,DHL,Truck,86,408,150,136,152,108,177.17607559902913,4.12870841583293,50,57,9,169.9986500811596,0,1,0,0,1,0,0
582,Shanghai Airport,Singapore Port,67,KTM,Sea,225,196,445,132,274,125,187.02097583648123,1.0326098388601115,25,69,1,37.586860037090645,1,0,1,0,0,0,1
583,Malaysia Warehouse,Malaysia Airport,67,COSCO,Rail,132,371,232,73,293,61,131.97953654419388,3.845516538184957,45,27,6,107.01376157596832,1,1,1,0,0,0,0
584,Singapore Railway Station,Shanghai Airport,7,KTM,Truck,401,144,446,190,299,133,65.16010164607674,5.15529537198363,45,64,9,170.44473676074233,1,0,0,0,0,0,1
585,Wuxi Warehouse,Malaysia Warehouse,67,KTM,Sea,85,105,164,97,143,58,109.21925157214031,3.0810529906164468,43,47,6,205.22493806246007,1,0,0,0,1,0,1
586,Shanghai Port,Malaysia Warehouse,67,KTM,Sea,317,259,418,196,119,107,149.28350971639009,1.7462748420852516,55,31,7,200.48283781816747,1,1,0,0,0,0,0
587,Singapore Port,Shanghai Airport,67,DHL,Air,362,298,301,189,130,52,139.63692671044873,9.755723405940937,41,44,8,85.70088499613985,1,0,0,1,1,1,1
588,Malaysia Airport,Shanghai Warehouse,34,DHL,Truck,275,377,318,112,284,82,190.95880501930688,9.552020256929826,44,65,5,59.35277640266462,0,1,1,0,0,0,0
589,Shanghai Warehouse,Malaysia Warehouse,34,DHL,Air,462,365,236,96,123,52,92.60763031760446,3.8306346971854994,34,32,9,93.56268667009083,0,1,1,1,0,0,0
590,Wuxi Port,Singapore Airport,34,KTM,Air,457,391,424,183,181,110,149.26562381400896,8.164264161073497,66,40,3,183.3659295694949,1,0,1,1,1,1,1
591,Malaysia Railway Station,Wuxi Airport,34,Evergreen,Truck,61,139,307,189,160,51,134.08057543238428,8.09479443812611,40,60,8,148.082172766015,0,0,0,0,0,1,0
592,Malaysia Railway Station,Singapore Airport,7,COSCO,Air,389,194,290,91,192,64,177.89531918870483,7.889024109505281,56,60,8,148.67120073933893,0,1,1,0,1,1,0
593,Shanghai Railway Station,Shanghai Railway Station,34,Railway Authority,Air,413,280,307,143,121,79,50.85652959201713,1.4429649496060852,68,70,1,71.49619773448529,1,1,1,0,1,0,1
594,Singapore Airport,Shanghai Airport,34,Railway Authority,Air,343,135,428,68,155,63,161.53451038631323,2.2493299048451862,36,33,0,47.1013520403079,1,1,1,0,0,1,0
595,Singapore Railway Station,Singapore Railway Station,67,KTM,Sea,254,254,184,161,164,64,107.27527062353829,5.055759152116989,28,39,7,60.51875948191351,0,0,1,1,0,0,0
596,Malaysia Airport,Wuxi Airport,34,DHL,Rail,332,141,408,159,104,65,99.11896850664252,7.177722542434357,51,47,0,98.72997074419354,1,1,1,0,0,1,1
597,Wuxi Railway Station,Shanghai Airport,34,DHL,Rail,360,484,296,84,150,91,117.19262936246008,6.733194978220856,30,37,2,100.50786032833764,1,0,0,1,0,0,0
598,Shanghai Railway Station,Shanghai Port,7,Evergreen,Truck,244,373,125,91,249,98,119.3936974226039,9.739266149914735,27,51,8,238.00260958572318,1,1,0,0,0,0,0
599,Wuxi Port,Singapore Airport,34,Railway Authority,Air,278,256,334,89,170,129,155.14142074710475,4.352770591661757,24,47,3,179.12229681431077,1,1,0,1,0,1,0
600,Shanghai Airport,Wuxi Warehouse,7,DHL,Rail,147,285,253,198,182,85,182.7905774131389,7.924980054658252,64,66,3,192.58830341720832,0,1,1,1,1,0,1
601,Wuxi Railway Station,Shanghai Railway Station,67,Evergreen,Air,116,475,408,175,134,107,96.31122402998132,4.109552848816058,34,62,2,120.67999235332564,1,1,1,0,1,0,1
602,Wuxi Port,Shanghai Port,7,Railway Authority,Sea,100,436,108,108,251,96,58.484854974945485,6.249561686239902,28,40,6,186.4590115764952,1,1,0,0,1,0,1
603,Wuxi Warehouse,Singapore Port,34,Railway Authority,Rail,284,262,276,69,184,67,137.90195221151643,7.0654653036746184,38,70,4,219.13186534174113,1,1,1,0,1,0,1
604,Wuxi Airport,Singapore Port,34,DHL,Sea,490,205,240,55,174,88,102.33243194881221,1.6115307040599938,40,40,8,38.1904966162353,1,0,0,0,1,1,0
605,Malaysia Port,Malaysia Railway Station,7,Evergreen,Truck,431,329,341,108,201,91,144.77027300060698,8.622552463562684,42,59,4,102.72940158178184,0,1,0,1,1,1,0
606,Wuxi Airport,Wuxi Railway Station,67,KTM,Air,92,411,329,112,290,107,184.35374123046176,5.666384087006737,67,66,1,101.2951753625642,0,1,0,0,0,0,0
607,Shanghai Railway Station,Singapore Warehouse,34,COSCO,Sea,427,132,295,75,120,145,139.27783120128288,2.0433059291297164,68,43,2,52.99288354031452,0,0,1,1,1,0,0
608,Wuxi Port,Shanghai Warehouse,7,KTM,Truck,84,470,365,79,287,136,155.358035031025,2.5020461921637946,53,67,8,88.2163964314389,0,1,1,1,1,0,1
609,Shanghai Railway Station,Singapore Airport,34,Railway Authority,Sea,204,218,290,151,124,64,132.1358841269913,6.339570213762218,71,69,3,67.67757686230725,1,0,1,1,1,0,0
610,Shanghai Warehouse,Singapore Railway Station,34,KTM,Rail,195,264,421,89,101,116,138.95247717992916,7.907016882554374,26,44,0,155.08676816621147,1,0,1,1,1,0,0
611,Wuxi Warehouse,Wuxi Airport,7,Railway Authority,Sea,122,356,326,138,155,111,181.73759138851008,1.7676446497921314,67,36,6,163.07148538069652,1,1,1,0,1,1,0
612,Shanghai Railway Station,Singapore Airport,34,Evergreen,Truck,491,463,332,83,237,109,57.66626548051337,7.346263927436743,35,42,6,104.54411417687916,0,1,0,1,1,0,0
613,Wuxi Railway Station,Shanghai Airport,34,Evergreen,Sea,292,123,496,81,262,148,69.08175120211513,3.751570238662978,41,36,4,176.64425022567914,1,0,1,0,1,0,1
614,Malaysia Railway Station,Malaysia Airport,34,COSCO,Truck,373,309,252,135,252,123,164.98189451293996,9.81179628524954,35,57,2,106.0895876820729,0,0,0,1,1,0,1
615,Wuxi Railway Station,Wuxi Railway Station,34,DHL,Rail,341,399,218,189,298,75,174.39254903682118,8.741325471138328,61,53,2,168.59884118454625,0,0,0,0,0,0,0
616,Wuxi Airport,Wuxi Warehouse,34,Railway Authority,Rail,339,262,484,71,147,82,130.07947026700737,1.5833412976532115,52,69,3,77.11263793148423,0,0,0,0,1,1,1
617,Singapore Port,Shanghai Airport,34,Railway Authority,Air,453,303,368,107,265,135,91.2746616476892,1.549476154416371,33,44,2,153.13400524944876,0,0,0,0,0,0,1
618,Singapore Port,Shanghai Airport,34,DHL,Rail,105,235,317,96,247,50,137.2299696887332,4.507093743199173,64,57,0,239.68091461477343,0,0,1,0,1,0,0
619,Malaysia Airport,Wuxi Airport,67,Railway Authority,Rail,277,313,284,107,259,140,158.6918475642002,2.252644273793707,39,44,4,54.2239035210999,0,1,1,1,0,0,1
620,Malaysia Port,Malaysia Railway Station,7,DHL,Sea,499,172,361,75,222,75,106.45904890064136,5.962839905990465,58,25,2,123.6736723897787,0,0,1,0,1,0,1
621,Shanghai Airport,Malaysia Port,34,KTM,Rail,273,195,377,167,180,91,60.19520086356714,8.100985988236555,28,33,4,79.1898992518717,1,1,0,0,1,0,1
622,Wuxi Railway Station,Singapore Railway Station,34,KTM,Rail,168,490,187,105,173,131,123.45176532498266,3.8014255989567816,65,46,7,153.77780448346212,1,0,0,1,1,1,1
623,Malaysia Airport,Malaysia Railway Station,67,Evergreen,Truck,444,363,268,64,251,85,70.32213722993406,5.3923526789834515,64,59,1,62.8885634255363,1,1,0,1,0,0,1
624,Singapore Port,Shanghai Warehouse,7,DHL,Truck,54,261,335,160,174,120,154.97203194611495,3.666355137919284,33,53,9,208.4869186721011,0,0,0,0,0,1,0
625,Shanghai Railway Station,Wuxi Airport,7,KTM,Truck,162,409,178,71,114,100,158.92825602818996,5.9676280977139475,47,39,5,199.53052200634977,1,1,0,0,0,1,1
626,Malaysia Port,Shanghai Port,7,Railway Authority,Air,281,336,393,94,195,104,117.07479843667761,5.591262344434174,45,43,5,163.98799407783042,1,1,0,0,1,0,0
627,Singapore Railway Station,Singapore Airport,7,Evergreen,Air,309,458,121,180,155,106,155.7886995287384,8.255334108624556,26,39,3,107.4865631899708,1,0,0,0,0,0,1
628,Shanghai Railway Station,Singapore Airport,7,KTM,Truck,262,103,337,76,105,132,184.10638686831868,9.682378311729455,44,51,3,118.61726383796655,0,1,0,0,0,0,0
629,Shanghai Airport,Singapore Warehouse,7,COSCO,Rail,88,185,211,129,298,68,166.01767158237584,5.7868338982443,40,63,4,35.37574006357897,1,1,0,0,0,1,0
