Order Number,Ship From,Ship To,Commodity,Order Value,Weight (KG),Volume,Shipper Name,Shipper Address,Shipper Country,Consignee Country,Order Date,Required Delivery Date,Journey Type,Tax Percentage
485,Singapore Airport,Wuxi Port,Electronics,91072,1147,27,YCH,8 Bulim Ave,Singapore,Singapore,21-Apr-25,01-May-25,International,0.1486059750524772
486,Wuxi Port,Malaysia Airport,Electronics,56192,4499,50,YCH,8 Bulim Ave,Singapore,Singapore,22-Apr-25,02-May-25,Domestic,0.07710459187247747
487,Shanghai Airport,Wuxi Airport,Textiles,23618,3106,59,YCH,8 Bulim Ave,China,Malaysia,23-Apr-25,03-May-25,Domestic,0.13918483970989348
488,Shanghai Railway Station,Shanghai Railway Station,Electronics,31241,3719,96,YCH,8 Bulim Ave,China,Malaysia,24-Apr-25,04-May-25,Domestic,0.038561021810187265
489,Shanghai Port,Malaysia Railway Station,Pharmaceuticals,79989,3599,8,YCH,8 Bulim Ave,Malaysia,Malaysia,25-Apr-25,05-May-25,International,0.048726616677926056
490,Wuxi Railway Station,Shanghai Railway Station,Pharmaceuticals,97089,4864,82,YCH,8 Bulim Ave,China,Singapore,26-Apr-25,06-May-25,Domestic,0.12625682873750696
491,Singapore Warehouse,Shanghai Port,Pharmaceuticals,38737,1329,92,YCH,8 Bulim Ave,China,Malaysia,27-Apr-25,07-May-25,Domestic,0.1475835365427452
492,Shanghai Port,Shanghai Port,Textiles,84365,655,89,YCH,8 Bulim Ave,Malaysia,Malaysia,28-Apr-25,08-May-25,International,0.09985686990756275
493,Wuxi Airport,Wuxi Port,Furniture,26623,4579,11,YCH,8 Bulim Ave,China,Singapore,29-Apr-25,09-May-25,International,0.115716028073832
494,Wuxi Railway Station,Wuxi Port,Electronics,21023,1349,50,YCH,8 Bulim Ave,Malaysia,China,30-Apr-25,10-May-25,International,0.12229922695021805
495,Wuxi Railway Station,Shanghai Railway Station,Electronics,94178,1564,26,YCH,8 Bulim Ave,China,Singapore,01-May-25,11-May-25,International,0.06575222748803158
496,Singapore Port,Malaysia Railway Station,Furniture,62302,2321,97,YCH,8 Bulim Ave,Malaysia,Singapore,02-May-25,12-May-25,International,0.035336023460185835
497,Singapore Warehouse,Singapore Railway Station,Pharmaceuticals,1462,1241,39,YCH,8 Bulim Ave,Malaysia,Malaysia,03-May-25,13-May-25,Domestic,0.04470142841326944
498,Wuxi Port,Singapore Railway Station,Electronics,71700,4208,6,YCH,8 Bulim Ave,Malaysia,Malaysia,04-May-25,14-May-25,International,0.13537653994344193
499,Wuxi Warehouse,Wuxi Port,Furniture,92752,2882,83,YCH,8 Bulim Ave,Malaysia,Malaysia,05-May-25,15-May-25,Domestic,0.12301802335399116
500,Shanghai Railway Station,Shanghai Port,Electronics,67870,2215,4,YCH,8 Bulim Ave,Malaysia,Malaysia,06-May-25,16-May-25,Domestic,0.02581460019731653
501,Wuxi Warehouse,Singapore Railway Station,Furniture,60160,2782,48,YCH,8 Bulim Ave,China,Singapore,07-May-25,17-May-25,Domestic,0.03029153165462154
502,Malaysia Port,Shanghai Airport,Furniture,64853,4332,14,YCH,8 Bulim Ave,Malaysia,Malaysia,08-May-25,18-May-25,Domestic,0.03308221962634864
503,Singapore Airport,Shanghai Warehouse,Electronics,1673,1479,55,YCH,8 Bulim Ave,Singapore,Singapore,09-May-25,19-May-25,International,0.010137369974541703
504,Singapore Warehouse,Wuxi Airport,Furniture,64001,4648,4,YCH,8 Bulim Ave,Singapore,Singapore,10-May-25,20-May-25,International,0.08036843404533214
505,Wuxi Port,Singapore Warehouse,Pharmaceuticals,56676,2224,34,YCH,8 Bulim Ave,China,Malaysia,11-May-25,21-May-25,International,0.024616109495651975
506,Malaysia Warehouse,Singapore Warehouse,Textiles,69033,122,43,YCH,8 Bulim Ave,Singapore,China,12-May-25,22-May-25,Domestic,0.12740920437174225
507,Singapore Railway Station,Malaysia Railway Station,Furniture,30506,2490,66,YCH,8 Bulim Ave,Singapore,China,13-May-25,23-May-25,Domestic,0.013919124133980686
508,Singapore Railway Station,Shanghai Airport,Pharmaceuticals,68802,1914,55,YCH,8 Bulim Ave,Malaysia,Malaysia,14-May-25,24-May-25,Domestic,0.04447465400693339
509,Wuxi Airport,Singapore Warehouse,Textiles,78957,292,24,YCH,8 Bulim Ave,China,Singapore,15-May-25,25-May-25,Domestic,0.020012187699278445
510,Singapore Railway Station,Wuxi Railway Station,Electronics,47285,2848,60,YCH,8 Bulim Ave,Malaysia,China,16-May-25,26-May-25,International,0.06296291438742066
511,Malaysia Airport,Wuxi Railway Station,Pharmaceuticals,35302,666,52,YCH,8 Bulim Ave,Malaysia,Malaysia,17-May-25,27-May-25,Domestic,0.11358289142137663
512,Shanghai Airport,Shanghai Port,Pharmaceuticals,77694,2556,22,YCH,8 Bulim Ave,Singapore,China,18-May-25,28-May-25,Domestic,0.08066558524564102
513,Singapore Port,Shanghai Airport,Furniture,72737,196,86,YCH,8 Bulim Ave,Singapore,Malaysia,19-May-25,29-May-25,International,0.09487543624463944
514,Shanghai Warehouse,Wuxi Port,Electronics,35006,3890,64,YCH,8 Bulim Ave,Malaysia,Malaysia,20-May-25,30-May-25,Domestic,0.030454215593118374
515,Malaysia Warehouse,Malaysia Railway Station,Pharmaceuticals,1531,696,13,YCH,8 Bulim Ave,Singapore,Malaysia,21-May-25,31-May-25,Domestic,0.06780294701603089
516,Shanghai Airport,Shanghai Railway Station,Pharmaceuticals,91886,3385,27,YCH,8 Bulim Ave,Singapore,Malaysia,22-May-25,01-Jun-25,International,0.11446781909899749
517,Singapore Railway Station,Singapore Railway Station,Textiles,20154,3989,81,YCH,8 Bulim Ave,Malaysia,Malaysia,23-May-25,02-Jun-25,Domestic,0.020819601603804
518,Wuxi Warehouse,Singapore Warehouse,Furniture,15418,4883,23,YCH,8 Bulim Ave,Malaysia,Malaysia,24-May-25,03-Jun-25,International,0.049778198730323166
519,Malaysia Airport,Singapore Airport,Furniture,50502,774,50,YCH,8 Bulim Ave,Malaysia,China,25-May-25,04-Jun-25,International,0.07084797668173969
520,Malaysia Airport,Singapore Port,Electronics,90447,807,53,YCH,8 Bulim Ave,Malaysia,Singapore,26-May-25,05-Jun-25,Domestic,0.14104934639097516
521,Malaysia Airport,Shanghai Airport,Electronics,5332,3985,34,YCH,8 Bulim Ave,China,Singapore,27-May-25,06-Jun-25,International,0.014510916195964816
522,Shanghai Airport,Malaysia Airport,Pharmaceuticals,41468,600,33,YCH,8 Bulim Ave,Singapore,Malaysia,28-May-25,07-Jun-25,International,0.027722411546364248
523,Wuxi Warehouse,Malaysia Warehouse,Furniture,58032,509,71,YCH,8 Bulim Ave,China,China,29-May-25,08-Jun-25,International,0.0691901554124312
524,Wuxi Railway Station,Shanghai Railway Station,Textiles,36505,2422,96,YCH,8 Bulim Ave,Singapore,Singapore,30-May-25,09-Jun-25,International,0.04636309022222272
525,Malaysia Port,Malaysia Port,Pharmaceuticals,31322,245,75,YCH,8 Bulim Ave,Malaysia,Malaysia,31-May-25,10-Jun-25,Domestic,0.0630351569174411
526,Shanghai Warehouse,Malaysia Port,Pharmaceuticals,86224,3279,26,YCH,8 Bulim Ave,China,China,01-Jun-25,11-Jun-25,Domestic,0.14487950021778812
527,Shanghai Airport,Wuxi Railway Station,Pharmaceuticals,1897,4479,42,YCH,8 Bulim Ave,Malaysia,Singapore,02-Jun-25,12-Jun-25,International,0.1421058281203832
528,Singapore Airport,Wuxi Port,Furniture,9237,4357,70,YCH,8 Bulim Ave,Malaysia,Malaysia,03-Jun-25,13-Jun-25,International,0.045807454716022065
529,Malaysia Warehouse,Wuxi Warehouse,Electronics,24463,1308,97,YCH,8 Bulim Ave,Malaysia,Singapore,04-Jun-25,14-Jun-25,Domestic,0.06242574877796615
530,Malaysia Airport,Wuxi Port,Electronics,39010,2022,28,YCH,8 Bulim Ave,Malaysia,China,05-Jun-25,15-Jun-25,International,0.016107317329312303
531,Shanghai Airport,Shanghai Railway Station,Pharmaceuticals,60576,4723,96,YCH,8 Bulim Ave,China,China,06-Jun-25,16-Jun-25,Domestic,0.12960568663430894
532,Singapore Airport,Singapore Airport,Textiles,7464,4057,49,YCH,8 Bulim Ave,Malaysia,Singapore,07-Jun-25,17-Jun-25,Domestic,0.054522552211409045
533,Malaysia Airport,Wuxi Railway Station,Furniture,74070,3874,95,YCH,8 Bulim Ave,Singapore,Singapore,08-Jun-25,18-Jun-25,Domestic,0.07038881419707611
534,Malaysia Railway Station,Wuxi Railway Station,Furniture,93668,472,65,YCH,8 Bulim Ave,Malaysia,Malaysia,09-Jun-25,19-Jun-25,International,0.07584494000538772
535,Singapore Airport,Singapore Port,Electronics,97067,2480,13,YCH,8 Bulim Ave,Singapore,China,10-Jun-25,20-Jun-25,Domestic,0.0664052019386315
536,Malaysia Warehouse,Wuxi Port,Textiles,10030,1108,68,YCH,8 Bulim Ave,Malaysia,Malaysia,11-Jun-25,21-Jun-25,Domestic,0.013655483270843342
537,Wuxi Warehouse,Malaysia Railway Station,Pharmaceuticals,48204,878,49,YCH,8 Bulim Ave,Malaysia,Singapore,12-Jun-25,22-Jun-25,Domestic,0.10351079265314123
538,Wuxi Airport,Malaysia Warehouse,Furniture,94208,4697,90,YCH,8 Bulim Ave,China,Malaysia,13-Jun-25,23-Jun-25,Domestic,0.06733980020156166
539,Malaysia Warehouse,Shanghai Railway Station,Pharmaceuticals,93821,2652,87,YCH,8 Bulim Ave,China,Malaysia,14-Jun-25,24-Jun-25,International,0.06849729579033242
540,Shanghai Railway Station,Malaysia Airport,Furniture,89533,1306,74,YCH,8 Bulim Ave,Malaysia,China,15-Jun-25,25-Jun-25,International,0.010109679699423413
541,Shanghai Railway Station,Singapore Warehouse,Electronics,19607,1250,27,YCH,8 Bulim Ave,Malaysia,Malaysia,16-Jun-25,26-Jun-25,International,0.08284610260916682
542,Shanghai Railway Station,Shanghai Railway Station,Electronics,42248,4604,95,YCH,8 Bulim Ave,Singapore,China,17-Jun-25,27-Jun-25,International,0.14643705686811803
543,Wuxi Port,Singapore Railway Station,Electronics,93853,1092,29,YCH,8 Bulim Ave,Malaysia,Malaysia,18-Jun-25,28-Jun-25,Domestic,0.039469451217757495
544,Shanghai Railway Station,Shanghai Warehouse,Electronics,59349,3440,23,YCH,8 Bulim Ave,China,Singapore,19-Jun-25,29-Jun-25,International,0.09966848658543837
545,Malaysia Airport,Shanghai Port,Pharmaceuticals,15012,3572,52,YCH,8 Bulim Ave,Singapore,China,20-Jun-25,30-Jun-25,International,0.011847480476558293
546,Wuxi Airport,Wuxi Port,Pharmaceuticals,42855,693,37,YCH,8 Bulim Ave,China,Malaysia,21-Jun-25,01-Jul-25,Domestic,0.043177864299862874
547,Wuxi Warehouse,Singapore Port,Furniture,55859,2596,83,YCH,8 Bulim Ave,China,Singapore,22-Jun-25,02-Jul-25,Domestic,0.01676629103249918
548,Shanghai Airport,Wuxi Warehouse,Furniture,50824,2706,98,YCH,8 Bulim Ave,Malaysia,Malaysia,23-Jun-25,03-Jul-25,Domestic,0.011794552605680644
549,Malaysia Warehouse,Singapore Warehouse,Textiles,87628,4975,17,YCH,8 Bulim Ave,China,Malaysia,24-Jun-25,04-Jul-25,Domestic,0.09594854954660727
550,Wuxi Airport,Shanghai Port,Electronics,20534,687,50,YCH,8 Bulim Ave,Malaysia,Singapore,25-Jun-25,05-Jul-25,Domestic,0.09927569676921959
551,Shanghai Railway Station,Wuxi Warehouse,Pharmaceuticals,33200,1371,43,YCH,8 Bulim Ave,China,Malaysia,26-Jun-25,06-Jul-25,International,0.11604523866438064
552,Shanghai Airport,Shanghai Warehouse,Furniture,50368,1631,65,YCH,8 Bulim Ave,Singapore,Malaysia,27-Jun-25,07-Jul-25,Domestic,0.07521974502625639
553,Singapore Port,Shanghai Airport,Pharmaceuticals,35002,4368,21,YCH,8 Bulim Ave,Singapore,China,28-Jun-25,08-Jul-25,International,0.0660053699938387
554,Wuxi Railway Station,Wuxi Warehouse,Electronics,4513,3823,62,YCH,8 Bulim Ave,China,China,29-Jun-25,09-Jul-25,International,0.03265637705093681
555,Malaysia Airport,Wuxi Port,Textiles,60467,3474,20,YCH,8 Bulim Ave,Singapore,China,30-Jun-25,10-Jul-25,International,0.09054899042227689
556,Malaysia Airport,Wuxi Railway Station,Textiles,93622,2225,90,YCH,8 Bulim Ave,Singapore,Malaysia,01-Jul-25,11-Jul-25,Domestic,0.07516684620665931
557,Malaysia Airport,Malaysia Port,Pharmaceuticals,48542,3975,9,YCH,8 Bulim Ave,Malaysia,China,02-Jul-25,12-Jul-25,International,0.09907718379181235
558,Singapore Port,Wuxi Airport,Pharmaceuticals,74741,3076,12,YCH,8 Bulim Ave,China,China,03-Jul-25,13-Jul-25,International,0.010449097312976906
559,Wuxi Warehouse,Malaysia Railway Station,Pharmaceuticals,18373,2873,60,YCH,8 Bulim Ave,Malaysia,Singapore,04-Jul-25,14-Jul-25,Domestic,0.1025053929349894
560,Malaysia Port,Singapore Warehouse,Electronics,20242,2524,24,YCH,8 Bulim Ave,Singapore,Malaysia,05-Jul-25,15-Jul-25,International,0.14897949456637133
561,Shanghai Warehouse,Shanghai Airport,Pharmaceuticals,16287,3086,73,YCH,8 Bulim Ave,Singapore,China,06-Jul-25,16-Jul-25,International,0.09157230292548568
562,Shanghai Airport,Shanghai Railway Station,Furniture,51212,464,10,YCH,8 Bulim Ave,China,Singapore,07-Jul-25,17-Jul-25,International,0.09207054013183397
563,Shanghai Warehouse,Singapore Railway Station,Electronics,80505,1832,2,YCH,8 Bulim Ave,Malaysia,Singapore,08-Jul-25,18-Jul-25,International,0.06227152437079149
564,Malaysia Railway Station,Shanghai Port,Textiles,36511,3474,34,YCH,8 Bulim Ave,China,Singapore,09-Jul-25,19-Jul-25,Domestic,0.09911349120312322
565,Malaysia Warehouse,Malaysia Railway Station,Electronics,47569,2820,30,YCH,8 Bulim Ave,Malaysia,Singapore,10-Jul-25,20-Jul-25,International,0.014794498057952733
566,Wuxi Warehouse,Wuxi Airport,Textiles,18679,3597,22,YCH,8 Bulim Ave,China,Singapore,11-Jul-25,21-Jul-25,International,0.12276806480791533
567,Malaysia Railway Station,Singapore Airport,Furniture,19418,2155,74,YCH,8 Bulim Ave,Singapore,China,12-Jul-25,22-Jul-25,International,0.0860045923196157
568,Malaysia Railway Station,Shanghai Railway Station,Furniture,64616,799,85,YCH,8 Bulim Ave,Singapore,Singapore,13-Jul-25,23-Jul-25,Domestic,0.1297052323491081
569,Singapore Port,Shanghai Warehouse,Furniture,56059,1930,89,YCH,8 Bulim Ave,China,Malaysia,14-Jul-25,24-Jul-25,International,0.0821570112533156
570,Singapore Warehouse,Singapore Airport,Textiles,66224,2820,14,YCH,8 Bulim Ave,China,Malaysia,15-Jul-25,25-Jul-25,Domestic,0.07298043860201381
571,Malaysia Warehouse,Malaysia Railway Station,Electronics,67838,4610,7,YCH,8 Bulim Ave,Singapore,Malaysia,16-Jul-25,26-Jul-25,International,0.08109600472018727
572,Shanghai Railway Station,Wuxi Airport,Textiles,93906,370,20,YCH,8 Bulim Ave,China,Singapore,17-Jul-25,27-Jul-25,Domestic,0.12162109425830395
573,Singapore Airport,Wuxi Railway Station,Electronics,76302,4921,44,YCH,8 Bulim Ave,Malaysia,Singapore,18-Jul-25,28-Jul-25,Domestic,0.062028019562296415
574,Wuxi Warehouse,Shanghai Port,Electronics,6519,2927,58,YCH,8 Bulim Ave,China,Singapore,19-Jul-25,29-Jul-25,Domestic,0.04628318585603071
575,Singapore Airport,Shanghai Warehouse,Textiles,39587,4856,35,YCH,8 Bulim Ave,China,China,20-Jul-25,30-Jul-25,International,0.03810267382961445
576,Shanghai Port,Singapore Railway Station,Electronics,40054,4386,80,YCH,8 Bulim Ave,Malaysia,Singapore,21-Jul-25,31-Jul-25,Domestic,0.05824400619639055
577,Wuxi Port,Malaysia Railway Station,Furniture,56960,251,30,YCH,8 Bulim Ave,Malaysia,Singapore,22-Jul-25,01-Aug-25,International,0.10125167288197223
578,Shanghai Airport,Singapore Airport,Pharmaceuticals,86921,3841,88,YCH,8 Bulim Ave,China,Malaysia,23-Jul-25,02-Aug-25,International,0.14053784446078793
579,Shanghai Warehouse,Singapore Airport,Furniture,57517,2838,7,YCH,8 Bulim Ave,Malaysia,China,24-Jul-25,03-Aug-25,Domestic,0.12763161278542426
580,Shanghai Airport,Malaysia Railway Station,Textiles,30685,1033,73,YCH,8 Bulim Ave,Malaysia,Malaysia,25-Jul-25,04-Aug-25,International,0.12230333958804632
581,Singapore Railway Station,Singapore Railway Station,Furniture,99612,3986,63,YCH,8 Bulim Ave,China,Singapore,26-Jul-25,05-Aug-25,International,0.08147926430493674
582,Malaysia Warehouse,Malaysia Airport,Electronics,79490,2403,20,YCH,8 Bulim Ave,Malaysia,Malaysia,27-Jul-25,06-Aug-25,Domestic,0.12110890233136348
583,Singapore Railway Station,Shanghai Airport,Electronics,6101,4534,92,YCH,8 Bulim Ave,Malaysia,China,28-Jul-25,07-Aug-25,Domestic,0.014835673685209256
584,Singapore Railway Station,Malaysia Airport,Electronics,90750,2573,95,YCH,8 Bulim Ave,Malaysia,Singapore,29-Jul-25,08-Aug-25,Domestic,0.07157436325966074
585,Wuxi Railway Station,Singapore Port,Pharmaceuticals,12937,4435,8,YCH,8 Bulim Ave,Singapore,Singapore,30-Jul-25,09-Aug-25,Domestic,0.09023914021472798
586,Malaysia Railway Station,Wuxi Railway Station,Furniture,9541,103,42,YCH,8 Bulim Ave,Singapore,China,31-Jul-25,10-Aug-25,International,0.07965932653233977
587,Wuxi Railway Station,Shanghai Warehouse,Textiles,56831,2620,38,YCH,8 Bulim Ave,Singapore,China,01-Aug-25,11-Aug-25,Domestic,0.08483482244659124
588,Shanghai Port,Malaysia Airport,Textiles,30960,3204,32,YCH,8 Bulim Ave,Singapore,Singapore,02-Aug-25,12-Aug-25,International,0.029806327188793856
589,Wuxi Port,Wuxi Railway Station,Textiles,7338,1198,38,YCH,8 Bulim Ave,Singapore,Singapore,03-Aug-25,13-Aug-25,International,0.12674458851689213
590,Wuxi Railway Station,Singapore Airport,Furniture,41346,3214,56,YCH,8 Bulim Ave,Malaysia,Singapore,04-Aug-25,14-Aug-25,International,0.06998843327928861
591,Shanghai Railway Station,Singapore Railway Station,Electronics,76540,2454,69,YCH,8 Bulim Ave,Singapore,Singapore,05-Aug-25,15-Aug-25,Domestic,0.1066636987557825
592,Malaysia Warehouse,Shanghai Port,Textiles,11296,3189,57,YCH,8 Bulim Ave,Malaysia,China,06-Aug-25,16-Aug-25,International,0.05378352365199823
593,Singapore Warehouse,Shanghai Warehouse,Pharmaceuticals,59284,4262,85,YCH,8 Bulim Ave,Singapore,Malaysia,07-Aug-25,17-Aug-25,International,0.13437025579483602
594,Malaysia Railway Station,Wuxi Warehouse,Textiles,61294,4842,48,YCH,8 Bulim Ave,Malaysia,China,08-Aug-25,18-Aug-25,International,0.1406825111112572
595,Shanghai Port,Wuxi Airport,Textiles,50345,1573,3,YCH,8 Bulim Ave,China,Singapore,09-Aug-25,19-Aug-25,International,0.010607464136015606
596,Singapore Railway Station,Malaysia Railway Station,Pharmaceuticals,3447,4672,24,YCH,8 Bulim Ave,Singapore,China,10-Aug-25,20-Aug-25,Domestic,0.019513838250669595
597,Malaysia Port,Wuxi Airport,Electronics,57514,3668,17,YCH,8 Bulim Ave,Malaysia,Malaysia,11-Aug-25,21-Aug-25,International,0.026949701369518755
598,Malaysia Railway Station,Wuxi Railway Station,Textiles,32248,2588,32,YCH,8 Bulim Ave,Singapore,Singapore,12-Aug-25,22-Aug-25,International,0.11315148759320441
599,Singapore Airport,Shanghai Port,Furniture,19268,385,2,YCH,8 Bulim Ave,Malaysia,Malaysia,13-Aug-25,23-Aug-25,Domestic,0.14068492420988
600,Shanghai Port,Shanghai Railway Station,Textiles,23564,3173,14,YCH,8 Bulim Ave,Malaysia,China,14-Aug-25,24-Aug-25,International,0.044517198425739576
601,Wuxi Port,Wuxi Railway Station,Electronics,44804,1229,47,YCH,8 Bulim Ave,Malaysia,Singapore,15-Aug-25,25-Aug-25,Domestic,0.0488360185414512
602,Wuxi Warehouse,Malaysia Airport,Furniture,67259,2375,66,YCH,8 Bulim Ave,Malaysia,Singapore,16-Aug-25,26-Aug-25,International,0.014362934573570026
603,Wuxi Airport,Wuxi Port,Furniture,4358,3883,9,YCH,8 Bulim Ave,China,Singapore,17-Aug-25,27-Aug-25,Domestic,0.07171036734876839
604,Shanghai Warehouse,Singapore Port,Electronics,11819,4855,29,YCH,8 Bulim Ave,Singapore,Malaysia,18-Aug-25,28-Aug-25,Domestic,0.07251062638991469
605,Malaysia Warehouse,Malaysia Railway Station,Furniture,98546,4204,46,YCH,8 Bulim Ave,Singapore,China,19-Aug-25,29-Aug-25,International,0.08098468618395961
606,Singapore Airport,Wuxi Railway Station,Pharmaceuticals,34488,1311,87,YCH,8 Bulim Ave,Malaysia,Singapore,20-Aug-25,30-Aug-25,International,0.09099104006354052
607,Shanghai Airport,Shanghai Airport,Textiles,69645,3812,92,YCH,8 Bulim Ave,China,Singapore,21-Aug-25,31-Aug-25,International,0.10231692840683597
608,Shanghai Warehouse,Wuxi Warehouse,Pharmaceuticals,3362,3555,33,YCH,8 Bulim Ave,Singapore,Singapore,22-Aug-25,01-Sep-25,Domestic,0.10952988261121543
609,Malaysia Airport,Shanghai Warehouse,Pharmaceuticals,30205,2345,48,YCH,8 Bulim Ave,Singapore,China,23-Aug-25,02-Sep-25,Domestic,0.113801116377096
610,Shanghai Airport,Malaysia Warehouse,Textiles,36152,1448,81,YCH,8 Bulim Ave,Singapore,Singapore,24-Aug-25,03-Sep-25,International,0.02959426531049912
611,Malaysia Warehouse,Wuxi Airport,Furniture,96524,3734,69,YCH,8 Bulim Ave,Singapore,China,25-Aug-25,04-Sep-25,Domestic,0.011245454692420822
612,Singapore Warehouse,Singapore Railway Station,Furniture,49711,4165,1,YCH,8 Bulim Ave,Singapore,Malaysia,26-Aug-25,05-Sep-25,Domestic,0.032398693805050484
613,Shanghai Railway Station,Malaysia Warehouse,Electronics,82737,2756,96,YCH,8 Bulim Ave,China,Malaysia,27-Aug-25,06-Sep-25,Domestic,0.1393223628426139
614,Malaysia Railway Station,Wuxi Port,Pharmaceuticals,58228,3370,7,YCH,8 Bulim Ave,Singapore,Malaysia,28-Aug-25,07-Sep-25,Domestic,0.1412418476111104
615,Malaysia Port,Shanghai Port,Pharmaceuticals,62636,4521,81,YCH,8 Bulim Ave,Singapore,Singapore,29-Aug-25,08-Sep-25,Domestic,0.04069134099103671
616,Wuxi Port,Wuxi Airport,Electronics,14961,1697,62,YCH,8 Bulim Ave,Malaysia,Singapore,30-Aug-25,09-Sep-25,Domestic,0.05642887029611582
617,Wuxi Port,Malaysia Airport,Electronics,12678,1834,48,YCH,8 Bulim Ave,Malaysia,China,31-Aug-25,10-Sep-25,International,0.012042818018398682
618,Wuxi Airport,Wuxi Port,Electronics,93442,1795,35,YCH,8 Bulim Ave,China,Singapore,01-Sep-25,11-Sep-25,International,0.14634511939108677
619,Shanghai Warehouse,Malaysia Railway Station,Furniture,86235,3678,99,YCH,8 Bulim Ave,China,Singapore,02-Sep-25,12-Sep-25,Domestic,0.10112486007975982
620,Wuxi Airport,Wuxi Airport,Textiles,88711,3978,11,YCH,8 Bulim Ave,Singapore,Malaysia,03-Sep-25,13-Sep-25,Domestic,0.11436656857302317
621,Singapore Warehouse,Singapore Warehouse,Electronics,33659,463,39,YCH,8 Bulim Ave,China,Malaysia,04-Sep-25,14-Sep-25,Domestic,0.046803949956088664
622,Malaysia Airport,Malaysia Railway Station,Furniture,6171,3483,81,YCH,8 Bulim Ave,Singapore,Malaysia,05-Sep-25,15-Sep-25,Domestic,0.06568823311482062
623,Singapore Airport,Wuxi Warehouse,Electronics,13967,173,69,YCH,8 Bulim Ave,Singapore,China,06-Sep-25,16-Sep-25,International,0.14949888680720314
624,Malaysia Railway Station,Shanghai Airport,Pharmaceuticals,22108,3280,61,YCH,8 Bulim Ave,China,China,07-Sep-25,17-Sep-25,International,0.08792764201842578
625,Wuxi Airport,Malaysia Railway Station,Textiles,83273,2777,29,YCH,8 Bulim Ave,Singapore,China,08-Sep-25,18-Sep-25,Domestic,0.05392987817729583
626,Malaysia Port,Shanghai Port,Electronics,5618,2006,43,YCH,8 Bulim Ave,Singapore,Malaysia,09-Sep-25,19-Sep-25,International,0.0551521196700349
627,Malaysia Warehouse,Singapore Warehouse,Furniture,11746,743,24,YCH,8 Bulim Ave,Malaysia,Singapore,10-Sep-25,20-Sep-25,Domestic,0.09117259242944545
628,Shanghai Warehouse,Wuxi Railway Station,Furniture,30750,1676,88,YCH,8 Bulim Ave,China,China,11-Sep-25,21-Sep-25,Domestic,0.145910184952446
629,Shanghai Warehouse,Shanghai Airport,Pharmaceuticals,60130,2399,26,YCH,8 Bulim Ave,China,China,12-Sep-25,22-Sep-25,Domestic,0.13648089898280857
630,Shanghai Railway Station,Singapore Railway Station,Pharmaceuticals,92971,3846,91,YCH,8 Bulim Ave,Malaysia,China,13-Sep-25,23-Sep-25,International,0.08258194095126846
631,Singapore Warehouse,Singapore Port,Textiles,41655,3612,41,YCH,8 Bulim Ave,Malaysia,Singapore,14-Sep-25,24-Sep-25,International,0.1449773529245112
632,Wuxi Airport,Malaysia Airport,Furniture,21882,342,50,YCH,8 Bulim Ave,Malaysia,Malaysia,15-Sep-25,25-Sep-25,International,0.032408901199449114
633,Malaysia Railway Station,Malaysia Railway Station,Textiles,49350,1516,82,YCH,8 Bulim Ave,China,Malaysia,16-Sep-25,26-Sep-25,Domestic,0.14191440664910399
634,Malaysia Port,Wuxi Warehouse,Electronics,26113,2808,87,YCH,8 Bulim Ave,Malaysia,Malaysia,17-Sep-25,27-Sep-25,International,0.05278604560648106
635,Shanghai Railway Station,Shanghai Port,Electronics,50170,330,63,YCH,8 Bulim Ave,Singapore,Singapore,18-Sep-25,28-Sep-25,Domestic,0.05222119105846297
636,Singapore Railway Station,Wuxi Railway Station,Electronics,53325,3513,67,YCH,8 Bulim Ave,Singapore,Singapore,19-Sep-25,29-Sep-25,Domestic,0.06710537523686337
637,Wuxi Airport,Wuxi Railway Station,Textiles,42850,4905,48,YCH,8 Bulim Ave,Singapore,Malaysia,20-Sep-25,30-Sep-25,Domestic,0.06694089864766799
638,Shanghai Airport,Malaysia Airport,Pharmaceuticals,69167,1301,49,YCH,8 Bulim Ave,Malaysia,Malaysia,21-Sep-25,01-Oct-25,International,0.12817026030459608
639,Malaysia Port,Shanghai Port,Textiles,25106,3188,31,YCH,8 Bulim Ave,China,Singapore,22-Sep-25,02-Oct-25,Domestic,0.1048405690520738
640,Singapore Port,Wuxi Port,Furniture,59868,4076,24,YCH,8 Bulim Ave,Malaysia,Malaysia,23-Sep-25,03-Oct-25,International,0.102553085825635
641,Shanghai Warehouse,Wuxi Warehouse,Pharmaceuticals,54077,2493,35,YCH,8 Bulim Ave,Singapore,China,24-Sep-25,04-Oct-25,Domestic,0.12356149159568297
642,Shanghai Port,Singapore Warehouse,Pharmaceuticals,36926,4791,14,YCH,8 Bulim Ave,China,Singapore,25-Sep-25,05-Oct-25,International,0.025933032536398018
643,Malaysia Port,Singapore Port,Pharmaceuticals,6121,4576,25,YCH,8 Bulim Ave,Singapore,China,26-Sep-25,06-Oct-25,Domestic,0.14577950834172493
644,Shanghai Port,Wuxi Railway Station,Textiles,93196,3284,94,YCH,8 Bulim Ave,Malaysia,China,27-Sep-25,07-Oct-25,Domestic,0.06844585958580299
645,Malaysia Airport,Malaysia Port,Furniture,43377,1095,18,YCH,8 Bulim Ave,Singapore,Malaysia,28-Sep-25,08-Oct-25,International,0.07001963132668788
